CODE,NAME
285A,キオクシアホールディングス(株)
5803,(株)フジクラ
9984,ソフトバンクグループ(株)
5801,古河電気工業(株)
6857,(株)アドバンテスト
8306,(株)三菱ＵＦＪフィナンシャル・グループ
1570,(NEXT FUNDS)日経平均レバレッジ上場投信
6098,(株)リクルートホールディングス
5016,ＪＸ金属(株)
8035,東京エレクトロン(株)
8316,(株)三井住友フィナンシャルグループ
7974,任天堂(株)
4062,イビデン(株)
6920,レーザーテック(株)
5706,三井金属(株)
8411,(株)みずほフィナンシャルグループ
6146,(株)ディスコ
6758,ソニーグループ(株)
9983,(株)ファーストリテイリング
6501,(株)日立製作所
7011,三菱重工業(株)
6613,(株)ＱＤレーザ
7203,トヨタ自動車(株)
5802,住友電気工業(株)
6976,太陽誘電(株)
6981,(株)村田製作所
8766,東京海上ホールディングス(株)
6503,三菱電機(株)
7013,(株)ＩＨＩ
6954,ファナック(株)
4004,(株)レゾナック・ホールディングス
6723,ルネサスエレクトロニクス(株)
8136,(株)サンリオ
8058,三菱商事(株)
3110,日東紡
6861,(株)キーエンス
6701,ＮＥＣ
9432,ＮＴＴ(株)
6525,(株)ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ
4063,信越化学工業(株)
186A,(株)アストロスケールホールディングス
6506,(株)安川電機
485A,(株)パワーエックス
7012,川崎重工業(株)
6762,ＴＤＫ(株)
1357,(NEXT FUNDS) 日経ダブルインバース上場投信
8001,伊藤忠商事(株)
6273,ＳＭＣ(株)
4543,テルモ(株)
7741,ＨＯＹＡ(株)
