CODE,NAME
285A,キオクシアホールディングス(株)
9984,ソフトバンクグループ(株)
5803,(株)フジクラ
6857,(株)アドバンテスト
1570,(NEXT FUNDS)日経平均レバレッジ上場投信
8035,東京エレクトロン(株)
6976,太陽誘電(株)
4062,イビデン(株)
6981,(株)村田製作所
5016,ＪＸ金属(株)
6723,ルネサスエレクトロニクス(株)
6920,レーザーテック(株)
5801,古河電気工業(株)
6146,(株)ディスコ
200A,(NEXT FUNDS) 日経半導体株指数連動型上場投信
8306,(株)三菱ＵＦＪフィナンシャル・グループ
7203,トヨタ自動車(株)
7974,任天堂(株)
8136,(株)サンリオ
5802,住友電気工業(株)
9983,(株)ファーストリテイリング
8316,(株)三井住友フィナンシャルグループ
6762,ＴＤＫ(株)
6752,パナソニック　ホールディングス(株)
6525,(株)ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ
6758,ソニーグループ(株)
6501,(株)日立製作所
4063,信越化学工業(株)
8411,(株)みずほフィナンシャルグループ
7011,三菱重工業(株)
7735,(株)ＳＣＲＥＥＮホールディングス
5706,三井金属(株)
1357,(NEXT FUNDS) 日経ダブルインバース上場投信
4004,(株)レゾナック・ホールディングス
3436,(株)ＳＵＭＣＯ
2914,ＪＴ
1321,(NEXT FUNDS)日経225連動型上場投信
6954,ファナック(株)
6098,(株)リクルートホールディングス
6861,(株)キーエンス
8766,東京海上ホールディングス(株)
8058,三菱商事(株)
6506,(株)安川電機
7741,ＨＯＹＡ(株)
7012,川崎重工業(株)
8031,三井物産(株)
6301,コマツ
1458,楽天 ETF-日経レバレッジ指数連動型
6963,ローム(株)
9432,ＮＴＴ(株)
