CODE,NAME
285A,キオクシアホールディングス(株)
6976,太陽誘電(株)
1570,(NEXT FUNDS)日経平均レバレッジ上場投信
6981,(株)村田製作所
8035,東京エレクトロン(株)
9984,ソフトバンクグループ(株)
6857,(株)アドバンテスト
5803,(株)フジクラ
4062,イビデン(株)
7011,三菱重工業(株)
3436,(株)ＳＵＭＣＯ
6525,(株)ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ
6146,(株)ディスコ
6920,レーザーテック(株)
4063,信越化学工業(株)
8306,(株)三菱ＵＦＪフィナンシャル・グループ
7203,トヨタ自動車(株)
5801,古河電気工業(株)
9983,(株)ファーストリテイリング
5016,ＪＸ金属(株)
8316,(株)三井住友フィナンシャルグループ
7735,(株)ＳＣＲＥＥＮホールディングス
7013,(株)ＩＨＩ
6723,ルネサスエレクトロニクス(株)
6501,(株)日立製作所
8411,(株)みずほフィナンシャルグループ
6752,パナソニック　ホールディングス(株)
7974,任天堂(株)
6762,ＴＤＫ(株)
7012,川崎重工業(株)
5802,住友電気工業(株)
6506,(株)安川電機
6758,ソニーグループ(株)
1357,(NEXT FUNDS) 日経ダブルインバース上場投信
4004,(株)レゾナック・ホールディングス
8136,(株)サンリオ
7267,ホンダ
8766,東京海上ホールディングス(株)
6963,ローム(株)
6367,ダイキン工業(株)
6861,(株)キーエンス
6098,(株)リクルートホールディングス
5706,三井金属(株)
4568,第一三共(株)
6526,(株)ソシオネクスト
8002,丸紅(株)
6954,ファナック(株)
6701,ＮＥＣ
8058,三菱商事(株)
9432,ＮＴＴ(株)
